question,answer,topic,url,crawling_date
Question: What is Town of export Excellence (TEE)?,Selected towns producing goods of Rs. 750 crores or more are notified as TEE on potential for growth in exports and provide financial assistance under MAI Scheme to recognized Associations.,Frequently Asked QuestionsMerchandise Exports from India Scheme (MEIS),"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15502",2024-07-22
Question: What is Advance Authorization?,Advance authorization is for duty free import of inputs which are actually incorporated in export product. It is issued for inputs in relation to resultant product.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Who are eligible for Advance Authorization?,Manufacturer exporter or Merchant exporter tied to supporting manufacturer can obtain Advance authorization.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is the condition for availing Advance Authorization?,Minimum value addition to be achieved is 15%Actual user condition- neither the authorization nor the material would be transferrable even after completion of EO,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
"Question: Whether domestic sourcing of inputs is allowed? If so, the benefit, if any.Yes, inputs can be procured indigenously in lieu of direct import. Such supplies which are as deemed exports, would be exempted from GST.",Question: What is the validity for AA?12 months from the date of issue.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is the time period for completing EO?,"It is 18 months from the date of issue of authorization. It can be extended for 6 months from the date of expiry of EO period on payment of composition fee of 0.5% of the short fall. Further, extension of 6 months after first extension may also be granted on payment of composition fee at 0.5% per month on unfulfilled value of the EO provided minimum 50% EO in quantity and value has been fulfilled.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Whether import under AA is exempted under IGST?,"Yes, there is exemption from IGST under AA till 31.03.2022.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Whether Anti-dumping Duty & Safeguard Duty are exempted on import under AA?,"Yes, both the duties are exempted.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is DFIA?,Duty Free Import Authorization (DFIA) is an authorization issued to allow duty free import of inputs. Basic Customs Duty is exempted under DFIA.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is the eligibility for obtaining DFIA?,It will be issued on post export basis for SION products only. Manufacturer as well as Merchant exporter tied with supporting manufacturer is eligible for the Scheme. Minimum value addition of 20% is required.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is the procedure for obtaining the DFIA?,An application in ANF 4G is to be filed with concerned Regional Authority before effecting exports under DFIA.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is the validity period for DFIA?,Validity of DFIA is 12 months from the date of issue.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Whether there is any scheme for Gems & Jewellery sector?,Exporters of Gems & Jewellery sector can import/ procure duty free inputs for manufacturing of export products.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What are the schemes for Gems & Jewellery sector?,The Schemes for Gems & Jewellery sector are as follows:Advance Procurement/ Replenishment of Precious metals from Nominated Agencies;Replenishment Authorization for Gems;Replenishment Authorization for Consumables Advance Authorization for precious metals,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What are the value addition norms for Gems & Jewellery sector?,The value addition is required as under:-Plain gold/platinum/silver jewellery and articles & ornaments -3.5%.All types of studded gold/platinum/silver jewellery and articles-6% for studded with colored gem stones and 7% for studded with diamonds.Any jewellery/articles manufactured by fully merchandised process 2%.,Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Whether DFIA Scheme is available for Gems & Jewellery sector?,"No, DFIA Scheme is not available.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: From where the exporter can obtain Gold/Silver/Platinum?,"The same may be obtained from nominated agencies which are MMTC Ltd, The Handicraft and Handlooms Exports Corporation of India Ltd, The State Trading Corporation of India Ltd, PEC Ltd, STCL Ltd, MSTC Ltd, and Diamond India Limited.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Whether personal Carriage of export Parcels is allowed?,"Yes, the articles as samples up to US$ 1 Million for Export Promotion Tours, sale abroad etc. are allowed with approval of Gems & Jewellery Export Promotion Council subject to the provision that promotes will bring back jewellery/goods or repatriate sale proceeds within 45 days from date of departure through normal Banking Channel.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: Can samples of Gems & Jewellery be imported duty free?,"Yes, duty free samples upto Rs. 3 lakhs or 0.25% of the average oflast 3 years export turnover of gem & jewellery items, whichever is less is allowed in a financial year.",Frequently Asked QuestionsDuty Exemption / Remission Schemes,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,284",2024-07-22
Question: What is EPCG Scheme?,"Export Promotion Capital Goods (EPCG) scheme is a scheme which allows an exporter to import of capital goods including spares for pre-production, production and post-production at zero Customs duty, for exports. Also, IGST on import of capital goods under EPCG is exempted till 31st March 2022.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Who all are covered under the EPCG Scheme?,"Manufacturer exporters with or without supporting manufacturer(s),Merchant exporters tied to supporting manufacturer(s) andService Providers including Common Service Provider (CSP).",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Can a new exporter avail this scheme?,"Yes, in such case, there will be no average export obligation.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Which types of capital goods can be imported into India under the EPCG scheme?,"The following types of capital goods can be imported into India at zero customs duty under the EPCG scheme:Plant, machinery, equipment or accessories required for manufacture or production, either directly or indirectly, of goods or for rendering services, including those required for replacement, modernisation, technological upgradation or expansion.Packaging machinery and equipmentRefractories for initial liningRefrigeration equipmentPower generating setsMachine toolsCatalysts for initial chargeEquipment and instruments for testing, research and development, quality and pollution control.Capital goods used in manufacturing, mining, agriculture, aquaculture, animal husbandry, floriculture, horticulture, pisciculture, poultry, sericulture and viticulture as well as those used in services sector.Computer software systemsSpares, moulds, dies, jigs, fixturesCatalysts for initial charge plus one subsequent charge",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Can the Capital goods be sourced indigenously?,EPCG Authorization holder may source Capital Goods from domestic manufacturers also.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What are the benefits of domestic sourcing?,Domestic manufacturers will be eligible for deemed export benefits. Specific EO shall be 25% less than the stipulated EO. Domestic sourcing of capital goods shall not attract GST till 31stMarch 2022.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Which authority issues EPCG License and How to obtain an EPCG License?,"The issuing authorities are the Regional Licensing Authorities of Director General of Foreign Trade (DGFT), Ministry of Commerce & Industry. An online application in Form ANF 5A is filed online at dgft.gov.in using digital signature with the Company and personal details.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What Documents are required for EPCG License?,"Treasury Receipt Challan (if fee has not been paid electronically) evidencing payment of application fee in terms of Appendix 2L.Self-certified copy of MSME/IEM/LOI/IL in case of products or a self-certified copy of Service Tax Registration in case of Service Providers. (in case of Service Providers, who are not registered with Service Tax authorities, a declaration in this regard will be submitted as a part of the application (declaration no. 6), service tax registration is not required to be submitted. In such cases RCMC from EPC concerned will suffice).Certificate from a Chartered Engineer in the format given in Appendix 5A.Certificate of Chartered Accountant / Cost Accountant / Company Secretary in Appendix 5B. For details, please click http://dgft.gov.in/sites/default/files/ANF-5A.pdf",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What is the time limit for issuance of EPCG authorization?,"As per the Foreign Trade Policy, an application, which is complete in all respect, should be processed by DGFT in 3 days.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What are the conditions to be fulfilled under EPCG Scheme?,There are two types of export obligation that are mandatory:Average export obligation for preceding 3 years exports.Specific exports 6 times of the duty saved amount in six years.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: How the Export Obligation under an EPCG to be fulfilled?,Export Obligation under EPCG Scheme is required to be fulfilled by export of goods manufactured/services rendered through the Machine by the applicant,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: How calculation of EO is done?,"EO is reckoned with reference to actual Duty saved in case of direct import. On domestic sourcing, EO is reckoned with reference to notional Customs Duties saved on FOR value.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Is there any exemption from maintenance of Average Export Obligation?,"Exporters of(i) Handicrafts, (ii) Handlooms, (iii) Cottage & Tiny sector, (iv) Agriculture, (v) Aqua-culture (including Fisheries), Pisciculture, (vi) Animal husbandry, (vii) Floriculture & Horticulture, (viii) Poultry, (ix) Viticulture, (x) Sericulture, (xi) Carpets, (xii) Coir, and (xiii) Jute are exempted.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What is Installation Certificate and where is it required to be submitted?,Installation Certificate confirms installation of capital goods at factory/premises of authorization holder or his supporting manufacturer. It may be obtained from Jurisdictional Customs Authority or Chartered Engineering. It is required to be submitted to RA within 6 months from the date of completion of imports.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Whether exports made through third party will be considered for EO?,"Yes, where the names of both Authorization holder and supporting manufacturer are indicated in export documents like Shipping Bill/ Bill of Exports etc. along with EPCG authorization number.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Whether a Capital goods imported by one unit can be transferred to other unit?,The transfer of Capital Goods from one unit of the company to their another unit may be allowed by EPCG Committee in DGFT subject to the condition that both the addresses are mentioned in IEC and RCMC and submission of fresh installation certificate is done within 6 months of such transfer.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What are the green technologies products? Is any special benefit is allowed under the Scheme for exports of such products?,"Green technology products are: equipment for solar energy de-centralised and grid connected products, bio-mass gassifier, bio-mass or waste boiler, vapour absorption chillers, waste heat boiler, waste heat recovery units, unfired heat recovery steam generators, wind turbine, solar collector and parts thereof, water treatment plants, wind mill and wind mill turbine or engine, other generating sets - wind powered, electrically operated vehicles – motor cars, electrically operated vehicles – lorries and trucks, electrically operated vehicles – motor cycle and mopeds, and solar cells. Exports of these products provides for reduced export obligation of 75%.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What is Post Export EPCG Duty Credit Scrip?,"It is available to exporters who intend to import on full payment of applicable duties, taxes and cess in cash and chose to opt this Scheme.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What is the obligation under Post Export EPCG Scheme? What the procedure to avail the benefit?,"Specific EO is 85% of the applicable specific EO. However, average EO shall remain unchanged. A request for issuance of Duty Credit Scrip may be filed in ANF 5B in proportion of EO fulfilled within the specified export obligation period along with proof of actual duty payment , installation certificate, proof of EO fulfillment, etc. RA issues freely transferable duty credit scrip equivalent to proportionate EO fulfilled.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: Whether export under EPCG scheme is eligible for MEIS and other schemes?,"Yes, MEIS benefit is over and above all schemes under the policy.",Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What should be done after fulfilling of export obligation?,An application on the prescribed form ANF 5C along with the specified documents is required to be submitted to licensing authority for redemption.,Frequently Asked QuestionsEPCG,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,286",2024-07-22
Question: What is deemed exports?,The transactions in which goods supplied do not leave the country and payment for the same is either received in INR or in free foreign exchange are categorized under deemed exports.,Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: Who all are eligible under deemed exports?,"Supply of goods under following categories by a manufacturer and by main/ sub-contractors shall be regarded as ‘deemed exports’:-Supply of goods against Advance Authorization/ DFIA/capital goods against EPCG Authorization and to EOU.Supply to Project financed by multilateral/ bilateral agencies, ICB, UN Projects, Nuclear Power Projects, etc.",Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: What benefits are available under the deemed exports?,"Deemed exports shall be eligible for any / all of following benefits in respect of manufacture and supply of goods, qualifying as deemed exports, subject to terms and conditions as given in HBP and ANF-7A:Advance Authorisation / Advance Authorisation for annual requirement / DFIA.Deemed Export Drawback.Exemption from IGST till 31.03.2022Refund of terminal excise duty for excisable goods mentioned in Schedule 4 of Central Excise Act 1944 provided the supply is eligible under that category of deemed exports and there is no exemption.",Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: Who can claim the benefits and from where?,"Supplier/ Recipient may file the application in ANF7A to the concerned RA. In case of supply of goods to EOU, claim is required to be filed to the concerned Development commissioner, if claimed by EOU. ",Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: Whether any specific benefit is available on supplies made to Project financed by multilateral or bilateral Agencies/Funds?,"Yes, supply of Cement & Steel also be eligible for Deemed Export benefits to such projects.",Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: What is the time period for claiming benefit?,"For supply to Advance/EPCG License holders & to EUO, etc., application can be filed within 12 months from the last date of such supplies. For supply to Projects, etc. within 12 months from the date of receipt of supplies by the project authority or from the date of receipt of payment by the supplier.",Frequently Asked QuestionsDeemed Exports,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,283",2024-07-22
Question: How are exports be treated under GST?,All exports are deemed as inter-State supplies. Exports of goods and services are treated as zero rated supplies. The exporter has the option either to export under bond/Letter of Undertaking without payment of tax and claim refund of ITC or pay IGST by utilizing ITC or in cash at the time of export and claim refund of IGST paid.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What is Zero Rating?,"Zero-rated supply means export of goods or services or both or supply of goods or services or both to a SEZ developer or a SEZ unit as per section 16 of IGST Act, 2017. The concept of zero rating of supplies requires the supplies as well as the inputs or input services used in supplying the supplies to be free of GST.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can a person claim input tax credit in case of export of exempted goods?,"Yes, any zero rated supply is eligible for input tax credit paid by such supplier. As per section 16(2) of the IGST Act, credit of input tax may be availed for making zero-rated supplies; notwithstanding that such supply may be an exempt supply.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can an exporter purchase goods without payment of tax on furnishing of a declaration form?,"No, there is no such provision in GST. Tax has to be payable on their inward supplies and they can claim refund of the accumulated ITC. However, there is a 0.1% scheme in which a supplier can supply goods to an exporter by paying only 0.1% GST and claim refund of unutilised ITC. The exporter in such a scenario cannot export on payment of integrated tax and take refund. He has to adopt the LUT/Bond route only.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What is the 0.1%& scheme for procurement of exports by merchant exporters?,It is a scheme for merchant exporters who have an option to pay nominal GST of 0.1% for procuring goods from domestic suppliers for export vide Notification 40/2017-Central Tax (Rate) and 41/2017-Integrated Tax (Rate) both dated 23.10.2017.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What would be the GST rate if the product procured by merchant exporter at 0.1 per cent is further exported on payment of IGST?,The option of payment of IGST and taking refund is not available in case the exporter has procured the goods under 0.1% scheme. He should avail the LUT facility while exporting such goods so that there is no tax liability at the time of export.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can one export under normal procedure without availing the benefit of 0.1 per cent while procuring goods for exports?,"Yes, the facility of procuring goods at 0.1 per cent is an optional facility which is available subject to adhering to the conditions mentioned in Notification no. 41/2017-Integrated Tax (Rate) dated 23rd October, 2017. In case, an exporter wants to procure the goods for exports on payment of applicable GST and subsequent exports either on LUT or on payment of IGST, the exporter can do it and claim back ITC or IGST, as the case may be.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can a manufacturer exporter procure some goods to be supplied along with our own exports goods?,"The Notification relating to merchant exporter only referred to a registered supplier and registered recipient. Therefore, a registered recipient, who may be a manufacturer, can procure goods from a registered supplier at 0.1 per cent to be supplied along with goods manufactured by you.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: How GST will be paid on the conversion of foreign currency? Will it be on full value after conversion or some other formula will be applied?,"For a currency when exchanged to Indian Rupee, the value of taxable purpose shall be equal to the difference in the buying rate /selling rate, as the case may be, and the RBI reference rate for the currency at that time multiplied by the total value of unit. In case RBI reference rate is not available for the currency, the value will be gross amount of Indian Rupee provided or received by the person changing the money.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What are the provisions for refund of taxes for exporters in GST?,"Provisions relating to refund are contained in section 54 of the CGST Act, 2017. It provides for refund of tax paid on zero-rated supplies of goods or services or on inputs or input services used in making such zero-rated supplies, or refund of tax on the supply of goods regarded as deemed exports, or refund of unutilized input tax credit. Identical provisions exist under the IGST Act, 2017 and relevant SGST/UTGST Acts.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can unutilized input tax credit be allowed as refund to exporters?,"Yes. Section 54(3) of the CGST Act, 2017 provides for refund of any un-utilized input tax credit of inputs and input services at the end of any tax period.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: How soon will refund of ITC in respect of export of goods or services be granted during the GST regime?,In case of refund of tax on inputs used in exports:Acknowledgement will be issued within 15 days from the date of application for refundRefund of 90% will be granted provisionally within seven days of acknowledgement of refund application.Remaining 10% will be paid within a maximum period of 60 days from the date of receipt of application complete in all respects.Interest @ 6% is payable if full refund is not granted within 60 days.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What is the procedure for IGST refund on exports?,"No application for refund is to be made for IGST as the Shipping Bill itself is a claim for refund. In the case of refund of IGST paid on exports: Upon receipt of information regarding furnishing of valid return in Form GSTR-3 by the exporter from the common portal, the Customs shall process the claim for refund and an amount equal to the IGST paid in respect of each shipping bill shall be credited to the bank account of the exporter.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
"Question: Can duty credit scrips received as incentive by exporters such as MEIS, SEIS etc be utilised for payment of all duties at the time of import?","These scrips can be utilised only for payment of Basic Customs duty and Safeguard Duty, Transitional Product Specific Safeguard Duty, and Antidumping Duty. In case of non-GST supplies like petroleum products etc, the scrips can also be used for payment of duties like central excise, CVD/ SAD. The scrips cannot be used for payment of any type of GST- IGST/CGST/SGST/UTGST or compensation cess.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether payment of Foreign Agent commission will be taxable under GST?,"The foreign agent, who facilitates the supply of goods, is included within the definition of intermediary. The place of supply of service for services provided by intermediary would be the location of service provider, i.e. the place where he is registered. Since a foreign agent is located outside India and not registered in India, the commission paid to him will not be taxable.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether commission received by Indian Buying Agent from foreign customer in foreign currency is exempted from GST? Does Buying Agent need to register for GST?,The commission received by buying agent in India will be taxable. The buying agent should register so that he/she can claim ITC to lessen his/her liability by using ITC.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What is the validity of LUT?,Legal Undertaking (LUT) is valid for a Financial Year.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What is reverse charge in GST Law?,"As per Section 2 (98) of the CGST Act, 2017, reverse charge means the liability to pay tax by the recipient of supply of goods or services or both instead of the supplier of such goods or services or both under subsection (3) or subsection (4) of section 9 of the CGST Act, 2017, or under subsection (3) or subsection (4) of section 5 of the IGST Act, 2017.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether goods sent by a person to a job worker should be treated as supply and will they be liable to GST?,"No, the goods sent by a registered person to a job worker is not a supply, as there is no transfer of title and no consideration for the goods is involved. In terms of section 143 of the CGST Act, 2017, a registered taxable person (the principal), after following the prescribed procedure, may send any inputs or capital goods, without payment of GST, to a job worker for job work and the principal shall either (i) bring back such inputs or capital goods after completion of job work or otherwise within the prescribed period, i.e. 1 year in case of inputs and 3 years in case of capital goods, or (ii) supply such inputs or capital goods, within such prescribed period, on payment of tax within India, or with or without payment of tax for export, as the case may be. If the goods or, capital goods, as the case may be, are not returned to the principal within the time specified above, the same shall be deemed to have been supplied by the principal to the job worker on the date the goods were sent out to the job worker and the principal shall be required to pay tax accordingly on such supplies.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether the deductee can claim the input tax credit on the deduction of tax at source amount?,"No, the tax deducted at source is not input tax credit. However, the amount deducted shall be credited to the electronic cash ledger (upon being accepted by the deductee in his Form GSTR-2A) of the deductee and can be utilized for payment of output tax.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: What value should be shown in Table 6A and 6B of GSTR for exports or supply to SEZ against Bond/LUT?,Export transactions effected without payment of IGST (under Bond/ Letter of Undertaking (LUT)) needs to be reported under 0 tax amount heading in Table 6A and 6B.,Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Will export of goods to Nepal and Bhutan treated as zero rated and thereby qualify for all the benefits available to zero rated supplies under the GST regime?,"Export of goods to Nepal or Bhutan fulfils the condition of GST Law regarding taking goods out of India. Hence, export of goods to Nepal and Bhutan will be treated as zero rated and consequently will also qualify for all the benefits available to zero rated supplies under the GST regime. However, the definition of ‘export of services’ in the GST Law requires that the payment for such services should have been received by the supplier of services in convertible foreign exchange.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: How clearances of goods supplied from DTA will be effected to Special Economic Zones?,"The clearances effected to the SEZ are zero rated supplies in terms of Section 16 of the IGST Act, 2017. Accordingly, the supplier can claim refund of IGST paid on such supplies or clear the same under bond/letter of undertaking and claim refund of the unutilised ITC.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
"Question: When a SEZ unit or SEZ developer procures any goods or services from an unregistered supplier, whether the SEZ unit or SEZ developer needs to pay IGST under reverse charge or these will be zero rated supplies?","Supplies to SEZ unit or SEZ developer have been accorded the status of inter-State supplies under the IGST Act. Under the GST Law, any supplier making inter-State supplies has to compulsorily get registered under GST. Thus anyone making a supply to a SEZ unit or SEZ developer has to necessarily obtain GST registration.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether a company having a unit in SEZ and a unit in DTA require separate registration for both the units?,"Yes, as per Section 8(1) of CGST (Registration) Rules, 2017 a person having a unit(s) in a Special Economic Zone or being a Special Economic Zone developer shall make a separate application for registration as a business vertical distinct from his other units located outside the Special Economic Zone.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Can a person paying tax under composition scheme make exports or supply goods to SEZ?,"No, because exports and supplies to SEZ from Domestic Tariff Area are treated as inter-State supply. A person paying tax under composition scheme cannot make inter-State outward supply of goods.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: Whether a foreign tourist carrying Indian goods would be eligible for GST refund when leaving the country?,"An enabling mechanism has been introduced in Section 15 of the IGST Act, 2017 whereby international tourists procuring goods in India, while leaving the country can seek refund of integrated tax paid by them. The term, tourist has been defined and refers to any person who is not normally a resident of India and who enters India for a stay of not more than 6 months for legitimate non-immigrant purposes.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
Question: How can IGST liability on imports or on inter-state supply be settled?,"IGST on imports has to be paid in cash only as it is charged on reverse charge. The inter-state IGST can be paid by utilizing ITC to the extent available and balance by cash. The use of ITC for payment of IGST will be done in the following order: Firstly ITC of IGST shall be used for payment of IGST. Once ITC of IGST is exhausted, the ITC of CGST shall be used. If ITC of both IGST and CGST are exhausted, ITC of SGST shall be used. Remaining IGST liability shall be discharged in cash.",Frequently Asked QuestionsGoods and Services Tax,"https://www.indiantradeportal.in/vs.jsp?lang=0&id=0,55,15627",2024-07-22
